CustomerID,Name,Age,Gender,Location,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB,Churn
97748,Customer_97748,38,Male,Houston,23,71.85,173,0
87462,Customer_87462,55,Female,Houston,14,47.99,418,1
48678,Customer_48678,58,Male,Los Angeles,17,95.8,319,0
89912,Customer_89912,62,Female,Houston,13,73.62,492,0
17857,Customer_17857,30,Male,Los Angeles,24,60.99,123,1
98354,Customer_98354,38,Male,Chicago,18,59.56,340,1
21505,Customer_21505,52,Female,Miami,13,97.48,437,0
43008,Customer_43008,70,Female,Houston,11,55.39,103,0
43567,Customer_43567,18,Male,Los Angeles,12,68.22,197,1
26344,Customer_26344,18,Female,New York,11,39.43,283,0
39526,Customer_39526,25,Male,Los Angeles,5,62.18,301,0
4574,Customer_4574,40,Female,Houston,1,94.14,116,1
34565,Customer_34565,46,Male,Miami,9,78.31,336,1
55571,Customer_55571,59,Male,Los Angeles,15,96.29,395,1
77061,Customer_77061,22,Female,Los Angeles,9,37.91,486,1
21104,Customer_21104,43,Male,Chicago,7,43.52,160,0
57567,Customer_57567,42,Male,New York,19,84.89,483,1
17907,Customer_17907,26,Male,Los Angeles,17,71.12,342,1
12720,Customer_12720,21,Female,Chicago,4,36.17,289,1
75237,Customer_75237,40,Female,New York,6,55.98,146,1
54306,Customer_54306,41,Male,Houston,10,73.73,133,1
97550,Customer_97550,48,Male,Chicago,16,91.56,419,0
43358,Customer_43358,68,Female,New York,2,46.12,288,1
79979,Customer_79979,22,Male,Miami,12,68.29,180,1
13130,Customer_13130,38,Female,Los Angeles,22,54.3,454,1
71630,Customer_71630,20,Female,Miami,6,45.69,139,1
8846,Customer_8846,27,Female,New York,7,72.56,397,0
34742,Customer_34742,37,Male,New York,7,35.98,121,0
85589,Customer_85589,59,Female,Miami,4,40.76,178,1
28065,Customer_28065,69,Female,Miami,8,58.49,305,1
29882,Customer_29882,33,Female,Chicago,1,65.74,358,0
19601,Customer_19601,60,Female,Los Angeles,22,37.56,386,1
50557,Customer_50557,54,Male,Houston,12,61.02,98,0
13050,Customer_13050,23,Male,Chicago,7,70.81,499,0
42655,Customer_42655,55,Female,Chicago,10,35.77,352,1
97138,Customer_97138,69,Female,Los Angeles,7,30.79,108,1
82154,Customer_82154,20,Male,Los Angeles,6,48.77,81,0
54424,Customer_54424,44,Female,Chicago,20,55.28,163,1
35284,Customer_35284,66,Female,Chicago,10,66.4,355,0
71296,Customer_71296,37,Female,New York,20,85.9,97,1
17522,Customer_17522,28,Female,Miami,6,56.36,65,0
84118,Customer_84118,35,Female,Miami,12,87.78,400,1
56763,Customer_56763,22,Female,New York,18,44.38,467,0
78968,Customer_78968,66,Female,Los Angeles,10,81.17,99,0
19466,Customer_19466,25,Female,Los Angeles,11,44.7,109,1
65818,Customer_65818,54,Male,Los Angeles,15,40.58,305,0
53489,Customer_53489,64,Female,New York,21,97.7,229,0
89234,Customer_89234,31,Male,Miami,2,95.78,151,0
97164,Customer_97164,58,Female,Houston,6,36.82,152,0
65337,Customer_65337,52,Male,Miami,20,43.96,470,0
48547,Customer_48547,61,Female,Miami,7,92.14,463,1
45163,Customer_45163,45,Female,Houston,12,61.89,106,0
1814,Customer_1814,44,Female,Chicago,11,55.55,436,0
75720,Customer_75720,26,Male,Miami,21,60.52,283,1
66450,Customer_66450,61,Female,New York,9,32.84,318,1
59914,Customer_59914,63,Male,Chicago,10,33.42,237,1
20962,Customer_20962,57,Male,Houston,8,66.56,391,1
55723,Customer_55723,23,Female,Houston,8,51.8,428,0
31569,Customer_31569,52,Female,Chicago,20,53.99,112,1
93660,Customer_93660,51,Male,Los Angeles,23,54.26,493,0
59151,Customer_59151,59,Female,Houston,22,66.35,371,1
65081,Customer_65081,65,Female,Los Angeles,2,50.54,95,0
96368,Customer_96368,40,Male,Miami,10,89.64,280,0
42518,Customer_42518,35,Female,Chicago,14,63.58,64,1
22231,Customer_22231,54,Female,Miami,8,55.16,212,0
90255,Customer_90255,20,Female,Miami,8,72.03,91,1
713,Customer_713,60,Male,Miami,22,67.49,476,1
34890,Customer_34890,37,Male,Los Angeles,10,91.66,76,0
31892,Customer_31892,39,Male,Chicago,2,55.07,312,0
42880,Customer_42880,42,Male,Chicago,13,32.92,184,0
54346,Customer_54346,65,Female,Miami,22,89.74,484,0
48500,Customer_48500,62,Female,Chicago,11,47.93,499,1
80478,Customer_80478,39,Female,New York,18,69.68,115,0
85673,Customer_85673,56,Male,Los Angeles,20,65.11,77,0
96017,Customer_96017,35,Male,Miami,14,75.63,265,1
20120,Customer_20120,60,Male,Los Angeles,3,50.62,449,0
87293,Customer_87293,55,Male,New York,6,69.18,96,0
18040,Customer_18040,65,Male,Los Angeles,15,33.85,390,1
62128,Customer_62128,19,Male,Chicago,22,51.17,307,0
40549,Customer_40549,41,Female,Chicago,2,45.05,50,1
46956,Customer_46956,42,Male,Chicago,10,52.8,116,0
59091,Customer_59091,45,Male,New York,16,31.08,149,0
8662,Customer_8662,56,Male,New York,6,85.33,435,0
52639,Customer_52639,48,Female,Los Angeles,11,94.19,299,1
77936,Customer_77936,28,Female,Chicago,4,32.65,163,0
21536,Customer_21536,37,Female,Chicago,9,72.18,103,1
84040,Customer_84040,57,Male,Chicago,19,86.36,81,0
45272,Customer_45272,64,Male,Chicago,23,97.25,209,0
65252,Customer_65252,33,Male,Miami,1,67.34,100,0
33179,Customer_33179,42,Male,Houston,14,77.6,249,1
6132,Customer_6132,57,Male,Chicago,4,37.18,379,0
23292,Customer_23292,52,Female,New York,3,49.01,418,1
3788,Customer_3788,70,Male,Miami,17,49.27,359,1
4908,Customer_4908,66,Female,New York,1,50.8,361,0
9289,Customer_9289,34,Male,New York,7,86.86,485,1
26986,Customer_26986,24,Male,New York,18,41.03,321,1
19916,Customer_19916,39,Female,Los Angeles,18,59.3,320,0
63662,Customer_63662,32,Female,New York,16,75.81,411,0
10965,Customer_10965,30,Male,Miami,12,64.88,418,1
33810,Customer_33810,34,Male,Houston,14,67.11,404,1
46942,Customer_46942,22,Female,New York,15,55.75,435,0
270,Customer_270,47,Male,Miami,22,73.12,324,1
7617,Customer_7617,24,Female,Los Angeles,20,73.72,86,1
75398,Customer_75398,39,Female,Chicago,3,37.93,253,0
84053,Customer_84053,53,Female,Houston,6,71.53,423,0
53082,Customer_53082,21,Male,Los Angeles,22,94.38,179,1
8449,Customer_8449,44,Female,New York,17,54.6,489,1
49358,Customer_49358,45,Female,New York,13,49.34,409,0
18342,Customer_18342,18,Female,Houston,15,63.27,481,0
52607,Customer_52607,63,Male,Miami,24,63.14,378,1
66933,Customer_66933,27,Male,New York,21,84.26,237,0
22059,Customer_22059,21,Male,Miami,21,47.98,237,1
81675,Customer_81675,27,Female,New York,8,74.9,80,0
80200,Customer_80200,42,Male,Chicago,22,56.78,474,1
27863,Customer_27863,53,Male,New York,23,38.94,236,0
72705,Customer_72705,23,Male,Miami,23,66.24,433,0
67680,Customer_67680,51,Male,New York,13,78.06,263,1
44646,Customer_44646,63,Male,Houston,14,59.05,492,0
76333,Customer_76333,39,Female,Houston,10,92.68,231,1
58705,Customer_58705,45,Male,Los Angeles,7,93.91,259,0
96757,Customer_96757,31,Male,Miami,15,49.8,170,1
81697,Customer_81697,27,Male,Miami,1,80.5,208,0
92578,Customer_92578,21,Female,Miami,14,51.21,423,0
82845,Customer_82845,62,Female,Los Angeles,10,65.88,473,1
22348,Customer_22348,25,Male,Houston,5,83.38,429,0
33475,Customer_33475,66,Female,Miami,13,39.61,329,1
45553,Customer_45553,48,Female,New York,16,42.89,455,0
98178,Customer_98178,36,Female,Miami,17,37.65,374,0
80512,Customer_80512,60,Female,Miami,15,81.13,162,1
84039,Customer_84039,63,Male,Miami,17,63.04,383,0
15024,Customer_15024,45,Male,Los Angeles,16,80.26,397,0
13008,Customer_13008,51,Male,Miami,16,72.99,489,1
99544,Customer_99544,30,Female,Chicago,13,97.1,156,0
71240,Customer_71240,18,Female,New York,11,68.37,353,1
63000,Customer_63000,49,Female,Chicago,5,36.75,219,0
37484,Customer_37484,21,Male,Miami,22,65.01,330,0
83278,Customer_83278,36,Male,Miami,17,83.33,75,0
4056,Customer_4056,60,Male,Los Angeles,1,91.61,100,0
47455,Customer_47455,54,Female,Houston,3,37.4,451,1
52290,Customer_52290,51,Female,Houston,24,74.74,250,1
18453,Customer_18453,64,Male,Houston,24,90.12,150,0
32302,Customer_32302,29,Female,Miami,2,92.84,245,0
41759,Customer_41759,65,Male,New York,18,67.13,130,1
67060,Customer_67060,65,Female,Miami,22,64.26,170,1
29607,Customer_29607,45,Female,Houston,3,57.32,295,1
2452,Customer_2452,29,Male,New York,15,41.4,99,1
1850,Customer_1850,48,Male,Miami,10,55.94,270,0
29911,Customer_29911,41,Female,Miami,4,95.84,72,1
92927,Customer_92927,46,Male,Miami,22,53.91,189,0
75390,Customer_75390,48,Female,Houston,1,30.1,121,1
39606,Customer_39606,38,Male,New York,10,98.43,260,1
1562,Customer_1562,28,Male,Los Angeles,13,67.01,121,1
8315,Customer_8315,24,Female,Los Angeles,1,32.76,307,0
73120,Customer_73120,51,Female,Chicago,3,89.21,106,0
94024,Customer_94024,54,Female,Chicago,8,71.66,178,0
32064,Customer_32064,67,Female,Miami,22,96.83,117,0
93384,Customer_93384,31,Male,Houston,17,48.29,272,0
17152,Customer_17152,54,Male,Chicago,13,58.36,414,0
63582,Customer_63582,54,Female,Houston,23,86.72,484,1
48600,Customer_48600,66,Female,Miami,10,39.03,255,1
27125,Customer_27125,31,Female,Miami,6,37.01,51,1
23582,Customer_23582,61,Female,Chicago,9,47.28,325,0
89353,Customer_89353,22,Male,New York,21,53.53,156,0
74357,Customer_74357,63,Female,Miami,22,58.65,140,0
17529,Customer_17529,57,Female,New York,3,61.95,304,0
99794,Customer_99794,46,Male,Los Angeles,6,37.48,408,0
84530,Customer_84530,25,Female,Los Angeles,11,32.52,91,0
3098,Customer_3098,59,Female,Los Angeles,18,99.22,272,1
5416,Customer_5416,20,Female,Chicago,3,30.05,491,1
44107,Customer_44107,44,Female,Miami,11,56.29,441,0
6648,Customer_6648,25,Male,New York,5,83.67,285,0
92256,Customer_92256,21,Male,New York,21,46.59,105,0
53179,Customer_53179,18,Male,New York,15,67.14,202,0
59514,Customer_59514,67,Male,Chicago,17,48.12,205,0
68264,Customer_68264,50,Female,New York,12,86.52,430,0
1941,Customer_1941,27,Female,Los Angeles,13,49.41,225,1
59143,Customer_59143,29,Female,New York,6,91.78,433,0
3794,Customer_3794,28,Male,New York,11,34.34,189,0
11545,Customer_11545,37,Male,New York,5,98.78,425,1
24286,Customer_24286,52,Female,Los Angeles,23,47.32,323,0
22153,Customer_22153,48,Female,Houston,7,53.0,156,1
52722,Customer_52722,33,Female,Chicago,2,79.98,437,1
35550,Customer_35550,56,Female,Houston,7,36.54,249,0
46353,Customer_46353,68,Male,Los Angeles,8,39.23,243,0
95654,Customer_95654,26,Female,Houston,19,52.87,375,1
84506,Customer_84506,43,Male,Chicago,21,57.46,50,0
21953,Customer_21953,42,Female,Los Angeles,4,54.34,334,0
7066,Customer_7066,56,Male,New York,19,54.78,172,1
19231,Customer_19231,30,Male,New York,6,38.05,458,1
61880,Customer_61880,39,Male,New York,4,39.06,403,1
2650,Customer_2650,54,Female,New York,6,80.16,379,0
72131,Customer_72131,40,Male,Miami,14,96.36,475,0
59366,Customer_59366,29,Female,Chicago,5,74.93,252,0
22558,Customer_22558,58,Female,Chicago,7,71.12,75,1
64586,Customer_64586,21,Female,New York,15,78.54,189,1
45081,Customer_45081,46,Female,Los Angeles,4,75.23,315,0
77857,Customer_77857,26,Male,Chicago,21,60.71,161,1
13686,Customer_13686,58,Male,Miami,9,37.4,354,0
44188,Customer_44188,59,Female,New York,1,87.22,370,1
1078,Customer_1078,58,Female,Chicago,24,88.98,175,1
72402,Customer_72402,48,Female,New York,13,87.08,101,1
81085,Customer_81085,31,Male,Houston,16,91.23,137,0
37211,Customer_37211,59,Female,New York,19,74.91,342,0
90740,Customer_90740,52,Female,Chicago,16,88.2,361,1
53348,Customer_53348,24,Female,Los Angeles,5,39.21,51,0
8674,Customer_8674,56,Female,Chicago,16,37.61,262,0
56439,Customer_56439,63,Male,Miami,22,52.69,179,0
14794,Customer_14794,44,Male,Los Angeles,5,95.41,64,1
85308,Customer_85308,49,Female,Los Angeles,15,87.68,375,0
83817,Customer_83817,33,Male,Houston,19,81.39,210,1
96271,Customer_96271,58,Male,Los Angeles,5,33.12,164,0
99410,Customer_99410,69,Female,Miami,3,95.8,204,0
11586,Customer_11586,52,Female,Miami,1,59.21,56,0
96475,Customer_96475,39,Female,Chicago,11,84.42,149,1
52573,Customer_52573,29,Male,New York,15,38.4,61,0
48781,Customer_48781,59,Male,New York,10,96.27,301,1
4969,Customer_4969,50,Male,Houston,21,32.29,94,1
58122,Customer_58122,19,Female,Chicago,6,68.39,479,0
61056,Customer_61056,41,Female,Houston,23,68.55,118,0
96930,Customer_96930,46,Male,Chicago,14,63.05,494,1
59211,Customer_59211,48,Male,Miami,5,82.13,97,1
99974,Customer_99974,24,Male,New York,13,68.87,349,0
61865,Customer_61865,54,Male,New York,9,65.65,129,1
31739,Customer_31739,69,Male,New York,8,66.06,309,1
89329,Customer_89329,29,Male,Los Angeles,4,85.01,194,0
60850,Customer_60850,54,Female,Houston,7,98.77,428,1
90209,Customer_90209,66,Female,Miami,6,59.48,438,1
38097,Customer_38097,20,Female,Houston,24,90.15,225,1
26393,Customer_26393,69,Female,Chicago,3,38.06,236,0
23697,Customer_23697,18,Male,Houston,14,34.32,52,1
20931,Customer_20931,44,Female,New York,10,30.43,100,0
816,Customer_816,38,Female,Los Angeles,11,95.25,491,0
66668,Customer_66668,55,Female,Chicago,1,45.55,318,1
93964,Customer_93964,35,Female,Los Angeles,13,34.34,174,1
45405,Customer_45405,18,Male,New York,11,66.48,423,1
68517,Customer_68517,62,Female,Chicago,16,88.3,211,1
88581,Customer_88581,45,Female,New York,20,70.66,419,1
31617,Customer_31617,54,Female,Houston,7,74.89,131,1
78460,Customer_78460,34,Male,Miami,12,43.27,480,1
97128,Customer_97128,35,Male,Los Angeles,21,39.42,101,0
87268,Customer_87268,57,Male,Houston,17,61.8,77,0
65691,Customer_65691,37,Female,Chicago,8,67.1,335,0
57922,Customer_57922,34,Female,Chicago,7,34.4,413,1
33033,Customer_33033,54,Female,Miami,13,56.02,499,1
57041,Customer_57041,56,Female,Houston,13,77.54,278,0
2464,Customer_2464,70,Female,Los Angeles,10,57.81,340,0
44126,Customer_44126,59,Female,Houston,15,99.57,378,0
79712,Customer_79712,70,Female,Los Angeles,17,86.22,327,1
28904,Customer_28904,68,Male,Miami,2,73.73,414,0
21066,Customer_21066,66,Male,Miami,20,95.96,342,1
9551,Customer_9551,47,Male,Chicago,21,97.28,394,1
41697,Customer_41697,35,Male,Miami,15,36.75,357,0
54182,Customer_54182,48,Male,Miami,13,90.8,459,1
71577,Customer_71577,40,Female,Houston,5,89.31,394,1
51911,Customer_51911,20,Female,New York,17,63.92,318,0
21753,Customer_21753,32,Female,Houston,7,49.35,453,0
87485,Customer_87485,48,Female,Chicago,20,49.47,257,1
79207,Customer_79207,58,Male,Los Angeles,4,92.16,211,1
19574,Customer_19574,56,Female,New York,22,48.73,487,0
69701,Customer_69701,59,Female,Chicago,19,57.08,54,0
82521,Customer_82521,25,Female,Los Angeles,17,40.61,121,0
62312,Customer_62312,49,Female,Houston,17,95.28,500,0
84730,Customer_84730,66,Female,Houston,19,40.15,236,0
41804,Customer_41804,55,Male,Los Angeles,18,32.72,401,1
60020,Customer_60020,19,Female,Miami,5,50.15,370,0
67583,Customer_67583,40,Male,Chicago,13,73.35,264,0
3796,Customer_3796,66,Male,Houston,16,82.69,173,0
52871,Customer_52871,55,Male,Houston,19,43.72,405,0
17721,Customer_17721,67,Female,Chicago,3,67.71,460,1
43424,Customer_43424,31,Female,Houston,15,55.64,469,1
1301,Customer_1301,51,Male,Chicago,13,45.57,302,1
61350,Customer_61350,35,Female,Houston,1,76.52,438,1
11205,Customer_11205,50,Female,Chicago,8,58.03,370,1
48082,Customer_48082,47,Male,Miami,5,84.82,94,0
43336,Customer_43336,62,Female,New York,12,98.87,108,0
6628,Customer_6628,66,Male,Miami,3,43.69,328,0
99839,Customer_99839,70,Male,Miami,20,63.93,338,0
4493,Customer_4493,42,Male,Houston,12,59.43,489,0
87249,Customer_87249,26,Female,Chicago,10,39.83,429,1
4275,Customer_4275,63,Male,Chicago,3,30.65,145,0
54413,Customer_54413,61,Male,Los Angeles,22,86.77,306,0
68148,Customer_68148,50,Male,Miami,12,81.34,498,0
39891,Customer_39891,70,Female,Miami,7,84.56,382,1
65968,Customer_65968,31,Female,Chicago,17,83.19,405,1
55081,Customer_55081,62,Male,Los Angeles,23,63.99,407,1
56057,Customer_56057,49,Male,New York,9,62.54,415,0
61993,Customer_61993,18,Male,New York,4,31.29,271,0
87624,Customer_87624,64,Female,New York,9,46.23,94,1
50335,Customer_50335,29,Female,Houston,19,47.74,93,0
63875,Customer_63875,24,Male,Houston,6,53.69,430,0
7720,Customer_7720,70,Male,Chicago,19,76.85,156,0
92362,Customer_92362,62,Male,New York,12,88.2,243,0
47674,Customer_47674,29,Male,Los Angeles,9,41.65,266,0
17938,Customer_17938,22,Male,Chicago,8,99.53,434,0
24529,Customer_24529,46,Male,New York,11,69.26,179,1
98935,Customer_98935,30,Female,Miami,4,96.09,267,0
8003,Customer_8003,40,Male,Chicago,13,51.58,415,0
57793,Customer_57793,53,Female,Los Angeles,18,98.9,233,0
81979,Customer_81979,32,Male,Los Angeles,9,67.58,265,0
99563,Customer_99563,27,Female,Chicago,4,78.84,185,0
39094,Customer_39094,22,Female,Los Angeles,1,32.17,226,1
54217,Customer_54217,61,Male,Chicago,18,83.49,363,1
43150,Customer_43150,42,Male,Los Angeles,7,49.78,259,0
3440,Customer_3440,41,Female,Miami,5,74.57,460,1
54778,Customer_54778,35,Male,Los Angeles,10,79.02,270,0
37678,Customer_37678,19,Male,New York,10,50.53,358,0
22497,Customer_22497,47,Male,Houston,24,53.29,391,1
48708,Customer_48708,43,Male,Chicago,18,99.21,264,0
9056,Customer_9056,42,Male,Miami,18,40.51,415,0
15070,Customer_15070,29,Male,New York,23,58.61,81,1
69097,Customer_69097,57,Male,New York,14,41.65,452,0
42675,Customer_42675,26,Male,Chicago,12,60.28,425,1
44799,Customer_44799,20,Female,Chicago,20,64.86,157,1
81683,Customer_81683,62,Male,Miami,17,58.42,404,0
38868,Customer_38868,52,Female,Houston,12,90.43,154,1
99992,Customer_99992,55,Female,Miami,14,73.87,324,1
31009,Customer_31009,44,Female,Los Angeles,1,53.5,467,0
44147,Customer_44147,28,Male,Chicago,16,74.93,332,1
27892,Customer_27892,18,Male,Los Angeles,9,50.55,304,1
73405,Customer_73405,39,Female,New York,24,91.76,419,1
70904,Customer_70904,64,Female,Chicago,21,50.78,259,1
47696,Customer_47696,66,Female,Los Angeles,8,62.92,144,1
68931,Customer_68931,48,Female,Los Angeles,21,39.05,185,1
95242,Customer_95242,56,Male,Houston,21,68.14,155,0
62065,Customer_62065,20,Female,Chicago,8,87.21,426,1
13561,Customer_13561,41,Female,Miami,17,90.33,357,1
13024,Customer_13024,27,Female,Houston,5,98.75,315,1
10884,Customer_10884,51,Male,Los Angeles,10,54.63,317,1
64200,Customer_64200,60,Male,Miami,1,36.17,314,1
18723,Customer_18723,21,Male,Miami,10,73.68,195,1
8842,Customer_8842,61,Male,New York,1,48.0,286,1
95103,Customer_95103,43,Male,Miami,12,41.18,314,0
17552,Customer_17552,44,Male,New York,12,91.87,228,0
99299,Customer_99299,69,Male,Miami,20,69.84,101,1
79678,Customer_79678,61,Female,Chicago,4,48.13,188,0
94630,Customer_94630,52,Female,New York,4,48.07,255,0
59689,Customer_59689,48,Female,Miami,2,50.5,408,1
5484,Customer_5484,56,Male,New York,2,58.75,320,1
75719,Customer_75719,56,Female,Chicago,24,59.39,228,0
66047,Customer_66047,18,Male,Chicago,22,75.74,328,1
35983,Customer_35983,22,Female,Houston,21,37.49,55,0
12136,Customer_12136,48,Male,Miami,15,59.81,140,1
96392,Customer_96392,65,Female,Chicago,10,48.18,308,1
81182,Customer_81182,21,Female,Miami,24,35.08,456,1
43728,Customer_43728,66,Female,Chicago,10,66.47,426,1
17257,Customer_17257,18,Male,Miami,3,76.64,218,0
20728,Customer_20728,19,Male,Chicago,23,34.26,138,1
23031,Customer_23031,25,Female,Los Angeles,1,45.35,234,1
31216,Customer_31216,58,Male,New York,14,34.75,140,1
2417,Customer_2417,30,Female,New York,3,79.67,302,1
39506,Customer_39506,53,Female,Houston,20,40.33,468,0
30094,Customer_30094,65,Female,Houston,3,38.08,350,1
79227,Customer_79227,30,Female,Houston,19,32.91,395,1
36763,Customer_36763,51,Male,New York,14,94.59,347,1
36991,Customer_36991,29,Male,Los Angeles,17,53.21,477,1
75251,Customer_75251,19,Female,Chicago,19,48.75,439,0
82058,Customer_82058,34,Female,Miami,20,72.75,140,0
97759,Customer_97759,52,Female,Miami,9,63.51,372,0
55798,Customer_55798,49,Male,Los Angeles,23,90.13,456,0
42707,Customer_42707,43,Male,Miami,19,52.37,118,0
26342,Customer_26342,59,Female,New York,23,63.7,319,1
808,Customer_808,62,Male,New York,7,78.53,214,0
81360,Customer_81360,54,Female,Miami,10,99.39,229,1
70039,Customer_70039,44,Male,Los Angeles,13,50.49,147,1
59121,Customer_59121,65,Female,Houston,19,55.75,270,1
15022,Customer_15022,32,Male,Miami,1,70.43,107,0
9190,Customer_9190,41,Female,Houston,9,98.65,129,0
27189,Customer_27189,24,Female,Los Angeles,14,45.36,83,0
27731,Customer_27731,54,Female,New York,6,93.99,68,0
35319,Customer_35319,63,Male,New York,1,97.03,350,1
630,Customer_630,56,Male,New York,7,74.09,303,1
45504,Customer_45504,41,Male,Houston,5,78.57,375,1
82185,Customer_82185,55,Male,Chicago,16,43.35,379,1
24918,Customer_24918,32,Male,New York,13,58.69,336,1
4397,Customer_4397,20,Male,Chicago,14,45.81,466,0
25460,Customer_25460,50,Female,New York,9,78.38,50,0
11467,Customer_11467,48,Female,New York,21,59.76,359,1
11513,Customer_11513,27,Male,Chicago,13,76.43,377,0
63740,Customer_63740,55,Female,New York,7,58.92,404,0
59031,Customer_59031,42,Male,Los Angeles,7,78.01,472,1
32671,Customer_32671,46,Female,Miami,21,39.0,97,0
83291,Customer_83291,42,Female,Miami,4,79.03,87,1
12813,Customer_12813,22,Female,New York,24,68.39,404,0
8359,Customer_8359,52,Female,Chicago,2,84.48,193,0
26028,Customer_26028,57,Female,Los Angeles,18,56.36,181,0
98390,Customer_98390,35,Male,Los Angeles,13,65.16,197,0
9283,Customer_9283,43,Male,Los Angeles,11,35.61,79,1
31964,Customer_31964,67,Female,Miami,21,78.3,361,0
12617,Customer_12617,67,Female,Houston,6,57.83,132,0
63446,Customer_63446,29,Female,New York,7,45.8,207,1
23690,Customer_23690,43,Female,New York,23,87.5,454,1
12435,Customer_12435,35,Female,Chicago,24,65.78,299,0
80107,Customer_80107,51,Male,Houston,4,77.64,423,0
